Name,Bibcode,Type,ET,P,dPdt,Pc,BibcodeP,Solver,q,QT,i,a,Omega,f,r1p,r2p,T1,T2,M1,M2,R1,R2,L1,L2,L3,d,Age,Spots
CK Boo,2011MNRAS.412.1787D,A,0,0.355152,0.024365,24.14,2012NewA...17..667P,WD,0.111,SP,60.87,2.55,1.924,0.946331,0.547455,0.220678,6250,6234,1.584,0.176,1.533,0.65,3.211,0.572,0,,4.718,0
Cl* NGC 104 WSB V95,2014NewA...26..116L,A,1,0.27889875,,,,WD,0.165,PH,79.6,1.87,2.0643,0.743445,0.521379,0.24431,5800,5707,0.97,0.16,1.05,0.49,1.12,0.229,0,,8.726,1
Cl* NGC 5139 SAW V206,2011BASI...39..247K,W,0,0.307351,,,,WD,0.906,PH,73.24,,3.590638,0.009875,0.365022,0.348548,4920,7550,,,,,,,0,,,1
Cl* NGC 5139 SAW V208,2011BASI...39..247K,W,1,0.305526,,,,WD,0.47,PH,71.32,,2.6971,0.427093,0.441097,0.317769,7610,7619,,,,,,,0,,,1
Cl* NGC 5139 SAW V236,2011BASI...39..247K,W,0,0.296318,,,,WD,0.87,PH,71.23,,3.518,0.036168,0.370085,0.34686,6123,6231,,,,,,,0,,,0
Cl* NGC 6121 SAW V66,2011MNRAS.415.1509L,W,1,0.269973,,,,WD,0.123,PH,72.15,2.16,2.0019,0.321716,0.528223,0.210325,6238,6244,1.66,0.2,1.24,0.5,2.09,0.341,0,,5.28,0
Cl* NGC 6121 SAW V72,2017PASJ...69...79L,A,1,0.308449178,-0.005089,,,WD,0.078,PH,74.4,2.24,1.8543,0.67212,0.559835,0.189851,7415,6611,1.472,0.115,1.383,0.481,7.306,0.465,0,,4.995,1
Cl* NGC 6715 SAW V134,2013NewA...22...57L,W,0,0.9095206,,,,WD,0.53,PH,64.92,4.697,2.7732,0.508226,0.437144,0.333429,5802,6587,1.1,0.58,2.24,1.72,9.29,4.83,0,,1.126,1
Cl* NGC 6715 SAW V144,2013NewA...22...57L,A,1,0.7215896,,,,WD,0.16,PH,76.58,3.893,2.1113,0.181082,0.507963,0.223648,7120,6808,1.31,0.21,2.23,0.95,10.19,1.69,0,,2.432,1
Cl* NGC 6838 YM V1,1997ApJ...481..782M,A,1,0.3489,,,,WD,0.33,PH,84.51,2.49,2.501,0.146739,0.454373,0.274407,5460,5335,0.63,0.21,0.961,0.583,1.12,0.3,0,,7.872,1
Cl* NGC 6838 YM V2,1997ApJ...481..782M,A,1,0.36719,,,,WD,0.384,PH,85.4,2.57,2.632,0.059964,0.438602,0.282272,6050,5586,0.79,0.3,1.044,0.675,1.31,0.4,0,,7.521,0
Cl* NGC 6838 YM V5,1997ApJ...481..782M,A,0,0.4045,,,,WD,0.37,PH,69.22,2.75,2.556,0.269535,0.450809,0.289308,5900,5829,0.69,0.25,1.094,0.704,1.31,0.19,0,,12.481,0
CN And,2019RAA....19...10Y,A,0,0.4627894,-0.01296,37,,WD,0.387,SP,67.8,3.14,2.651,0.001956,0.435504,0.280117,6350,5732,1.4,0.55,1.45,0.94,3.41,0.93,0,201,6.052,1
CN Hyi,2009NewA...14..461O,A,0,0.456107,,,,WD,0.184,SP,63.7,2.93,2.142,0.428118,0.505613,0.241488,6500,6360,1.37,0.25,1.6,0.77,4.1,0.87,1,56,3.895,0
CRTS J003244.2+244707,2019MNRAS.485.4588L,W,1,0.225173,,,,WD,0.443,PH,89.9,,2.703,0.229992,0.435383,0.301939,4827,4907,,,,,,,0,,,1
CRTS J004259.3+410629,2017RAA....17..115J,A,1,0.266402,,,,WD,0.28,PH,77.3,2.01,2.38,0.237238,0.470231,0.265768,5724,5706,1.19,0.33,1.02,0.58,0.69,0.24,0,,12.761,0
CRTS J014418.3+190625,2020AJ....159..189L,W,0,0.217372,0.006394,,,WD,0.475,PH,82.2,1.55,2.785171,0.150242,0.425913,0.303518,4607,4819,0.72,0.34,0.7,0.51,0.21,0.13,0,,8.648,0
CRTS J020730.1+145623,2019MNRAS.485.4588L,W,1,0.223442,,,,WD,0.519,PH,85.4,,2.869813,0.135294,0.418183,0.309849,4239,4414,,,,,,,0,,,0
CRTS J031642.2+332639,2019RMxAA..55...65M,W,1,0.2996181,,,,WD,0.398,PH,83.25,2.133,2.637684,0.149028,0.439863,0.289191,5416,5544,1.037,0.414,1.002,0.661,0.77,0.37,0,,7.019,1
CRTS J034705.9+211309,2019MNRAS.485.4588L,A,1,0.22957,,,,WD,0.396,PH,80.1,,2.633,0.152745,0.440414,0.288986,4868,4774,,,,,,,0,,,1
CRTS J053317.3+014049,2019MNRAS.485.4588L,W,1,0.215652,,,,WD,0.531,PH,89.7,,2.889804,0.143684,0.416736,0.312248,4246,4401,,,,,,,1,,,1
CRTS J060855.6+622713,2019MNRAS.485.4588L,W,1,0.22932,,,,WD,0.402,PH,83.3,,2.64642,0.147883,0.438964,0.289992,4196,4387,,,,,,,0,,,0
CRTS J074350.9+451620,2020AJ....159..189L,W,0,0.227324,0.026006,,,WD,0.43,PH,81.1,1.54,2.692093,0.176855,0.435152,0.296724,4312,4471,0.66,0.28,0.7,0.48,0.2,0.1,1,,10.419,0
CRTS J130945.0+371627,2020AJ....159..189L,W,0,0.211132,-0.011923,,,WD,0.273,PH,73.1,1.26,2.35726,0.288767,0.473899,0.2661,3654,3762,0.47,0.13,0.63,0.37,0.09,0.04,0,,,1
CRTS J145224.5+011522,2020AJ....159..189L,W,0,0.196014,0.012269,,,WD,0.517,PH,77,1.33,2.865891,0.136865,0.418555,0.309638,3807,3898,0.54,0.28,0.61,0.44,0.08,0.04,0,,10.717,0
CRTS J151631.0+382626,2019MNRAS.485.4588L,W,1,0.227192,,,,WD,0.482,PH,85.9,,2.783164,0.202969,0.427425,0.307542,4741,4946,,,,,,,0,,,0
CRTS J224015.4+184738,2020AJ....159..189L,W,0,0.218802,0.012787,,,WD,0.4,PH,77.3,1.51,2.643143,0.141974,0.439165,0.289229,4441,4643,0.69,0.28,0.7,0.47,0.17,0.09,0,,10.825,1
CRTS J232100.1+410736,2019MNRAS.485.4588L,W,1,0.211984,,,,WD,0.447,PH,82.8,,2.730666,0.155191,0.431007,0.298807,4265,4431,,,,,,,1,,,0
CSS J004004.7+385531,2016RAA....16..135K,A,1,0.251206,,,,PHOEBE,0.548,PH,89.77,1.798,2.9,0.206726,0.417653,0.318395,4560,4560,0.798,0.437,0.808,0.619,0.245,0.149,0,,,1
CSS J015341.9+381641,2017RAA....17...42K,A,0,0.347518,,,,PHOEBE,0.892,PH,70,,3.49,0.166605,0.376614,0.357602,5765,5657,,,,,,,0,,,1
CSS J062803.2+571604,2018NewA...62...46K,A,0,0.3224327,,,,PHOEBE,0.893,PH,57,,3.515,0.119246,0.373356,0.354509,5992,4834,,,,,,,0,,,1
CSS J071813.2+505000,2017RMxAA..53..133K,A,0,0.38635,,,,PHOEBE,0.485,PH,58.9,,2.845,0.006551,0.417122,0.297715,6420,6193,,,,,,,0,,,0
CSS J075135.6+382028,2018NewA...62...46K,A,0,0.3525725,,,,PHOEBE,0.82,PH,89.6,,3.38,0.154515,0.382537,0.349531,5591,5521,,,,,,,0,,,1
CSS J075205.6+381909,2017BlgAJ..27...83K,A,0,0.549284,,,,PHOEBE,0.36,PH,58.5,,2.59,0.024149,0.442327,0.27566,6525,4580,,,,,,,0,,,1
CSS J075258.0+382035,2017RMxAA..53..235K,W,1,0.429914,,,,PHOEBE,0.178,PH,84.3,,2.1065,0.627826,0.513424,0.246287,6094,6227,,,,,,,0,,,0
CSS J075350.1+264830,2018NewA...62...46K,W,1,0.2606906,,,,PHOEBE,0.45,PH,86.42,,2.7275,0.187571,0.432075,0.301015,5035,5276,,,,,,,0,,,1
CSS J153314.8+560527,2017RMxAA..53..235K,A,1,0.264594,,,,PHOEBE,0.385,PH,86,,2.502,0.61691,0.464505,0.310607,4933,4933,,,,,,,0,,,1
CSS J171410.0+445850,2016SerAJ.192...21K,A,0,0.221462,,,,PHOEBE,0.519,PH,74.1,,2.835311,0.249,0.424175,0.316205,5150,5080,,,,,,,0,,,0
CSS J214633.8+120016,2016SerAJ.192...21K,A,0,0.179327,,,,PHOEBE,0.45,PH,55,,2.707288,0.262,0.435776,0.304926,3600,3600,,,,,,,0,,,1
CSS J222157.2+275308,2018NewA...62...46K,W,0,0.3523398,,,,PHOEBE,0.624,PH,74.3,,3.0584,0.134412,0.403277,0.325103,4661,4819,,,,,,,0,,,1
CSS J223614+311343,2021NewA...8401401K,A,0,0.240214,,,,PHOEBE,0.514,PH,83.1,1.653,2.813,0.292929,0.427288,0.317875,4720,4658,0.693,0.356,0.73,0.57,0.237,0.137,0,,,1
CSS J224326.0+154532,2016SerAJ.192...21K,A,0,0.223228,,,,PHOEBE,0.41,PH,60.6,,2.637035,0.246,0.442078,0.2964,4500,4500,,,,,,,0,,,0
CT Eri,2011MNRAS.412.1787D,A,0,0.634196,,,,WD,0.3,SP,69.4,3.987,2.337,0.690826,0.483806,0.292082,6881,5086,1.623,0.487,2.093,1.3,8.801,1.013,0,,4.911,0
CU Tau,2005AJ....130..224Q,W,0,0.41253776,-0.156384,,,WD,0.177,PH,73.95,,2.1176,0.501099,0.510221,0.241155,5900,5938,,,,,,,0,,,0
CV Cyg,1996MNRAS.280..489V,W,1,0.9834308,,,,Bynsyn,0.21,PH,79.6,,2.192354,0.49,0.498936,0.253808,6000,6149,,,,,,,0,,,1
CW Cas,2014AJ....148...95W,W,0,0.318864344,,69.9,,WD,0.486,PH,81.15,,2.784395,0.222311,0.427819,0.309232,4950,5309,,,,,,,1,,,1
CW Scl,2017JAVSO..45....3S,W,1,0.38558774,0.002618,,,WD,0.439,PH,84.2,,2.749,0.028735,0.426407,0.291048,5750,5968,,,,,,,0,,,0
CX Vir,2010AcA....60..305S,A,1,0.74608003,,,,WD,0.343,SP,83.33,4.584,2.5146,0.211586,0.454073,0.280404,6450,4694,1.731,0.594,2.24,1.39,7.78,0.84,1,,7.57,1
DD Com,2010AJ....140..215Z,W,0,0.2692061,0.004009,,,WD,0.272,PH,74.4,,2.387564,0.09,0.466995,0.257563,4820,5500,,,,,,,0,,,1
DD Ind,2016AJ....152..219S,W,1,0.3627463,0.010454,,,WD,0.453,PH,85.9,,2.754,0.109726,0.427773,0.297519,5750,5889,,,,,,,0,,,1
DE Lyn,2016NewA...45...77H,W,0,0.4088188,-0.043969,,,WD,0.488,PH,82.55,,2.824878,0.094009,0.421001,0.302672,5363,5641,,,,,,,0,,,0
DF CVn,2005AN....326..338A,A,0,0.3268956,,,,WD,0.348,PH,72.53,2.14,2.5495,0.090854,0.447955,0.275951,5337,4902,0.91,0.32,1.03,0.64,0.776,0.209,0,,,1
DF Hya,2012hell.conf...28K,W,1,0.3306022,,,,PHOEBE,0.42,PH,84.8,3.08,2.676471,0.166487,0.436419,0.294388,5620,6000,2.5,1.07,1.44,0.97,2.41,1.1,1,,,0
DK And,2013PASP..125.1200S,A,1,0.489222807,0.003482,,,WD,0.316,PH,82.42,,2.469,0.167789,0.458406,0.272146,6750,6445,,,,,,,0,,,1
DK Cyg,2015AJ....149..194L,A,1,0.470690658,0.008631,78.1,,WD,0.307,SP,82.75,3.4,2.396,0.448098,0.472059,0.282393,7500,7011,1.82,0.56,1.74,1.05,8.5,2.4,0,366,2.676,1
DN Aur,1996Ap&SS.246..291G,A,1,0.6168891,,,,WD,0.205,PH,76.88,,2.1849,0.467667,0.499709,0.251184,6830,6750,,,,,,,1,,,1
DN Boo,2008NewA...13..468S,A,0,0.447568,,,,WD,0.103,SP,60.02,2.863,1.925,0.644197,0.545089,0.207125,6095,6071,1.428,0.148,1.71,0.67,3.75,0.56,0,,4.616,0
DN Cam,2004AcA....54..195B,W,0,0.4983092,,,,WD,0.442,SP,73.1,3.668,2.632301,0.49071,0.448712,0.316049,6530,6700,1.849,0.818,1.775,1.224,5.143,2.711,0,,2.426,0
DS Psc,2015ChA&A..39...28Z,W,0,0.34249167,,,,WD,0.399,PH,66.6,,2.644306,0.130428,0.438802,0.288505,5100,5300,,,,,,,0,,,1
DU Boo,2013AJ....145...80D,A,1,1.055885,,,,DC,0.234,SP,81,5.97,2.24,0.508353,0.49259,0.262957,7850,7610,2.08,0.487,3.19,1.74,34.694,9.116,1,,1.028,1
DX Tuc,2007A&A...465..943S,A,0,0.3771101,,,,WD,0.29,SP,62.3,2.53,2.408,0.198791,0.466166,0.266837,6250,6182,1,0.3,1.2,0.71,1.97,0.66,0,128,5.083,1
DY Cet,2011MNRAS.412.1787D,A,0,0.44079,,,,WD,0.356,SP,82.48,3.046,2.529,0.264273,0.453558,0.285828,6650,6611,1.436,0.511,1.48,0.938,3.84,1.507,0,,3.645,0
DY CVn,2017NewA...54..103Z,W,1,0.24594963,,14.9,,WD,0.8,PH,88.1,1.76,3.35872,0.129329,0.382905,0.345778,4297,4410,0.67,0.54,,,,,0,,,0
DZ Lyn,2009RAA.....9.1270M,A,0,0.3780162,,,,WD,0.886,PH,57.6,2.929,3.4731,0.179965,0.378097,0.357875,6860,5068,1.25,1.11,1.18,1.12,2.818,0.759,0,,,0
DZ Psc,2013AJ....146...35Y,A,1,0.36613159,0.064109,11.89,,WD,0.136,SP,78.01,2.49,1.9808,0.95072,0.537345,0.236277,6210,6124,1.37,0.19,1.46,0.67,2.846,0.567,0,,4.836,1
EE Cet,2011MNRAS.412.1787D,W,0,0.379925,,,,WD,0.315,SP,63.5,0.948,2.456522,0.21834,0.46075,0.274057,5989,6250,1.808,0.569,1.456,0.864,2.445,1.02,1,,2.679,0
EF Boo,2005AcA....55..123G,W,0,0.4205144,0.022663,,2017NewA...55...13Y,WD,0.534,SP,75.7,3.136,2.862908,0.248056,0.421859,0.318643,6425,6450,1.547,0.792,1.431,1.064,3.084,1.731,0,,2.712,0
EF CVn,2018PASJ...70..104X,W,0,0.27205,0.039053,15.65,,WD,0.286,PH,67.7,2.56,2.378414,0.320079,0.47181,0.271009,5573,5998,0.92,0.26,1.29,0.75,1.44,0.66,0,,3.535,1
EF Dra,2012RAA....12..419Y,A,1,0.42402845,0.032141,17.2,,WD,0.16,SP,77.8,3.045,2.0818,0.467413,0.515573,0.232624,6250,6186,1.815,0.29,1.702,0.777,3.961,0.793,1,,4.377,0
EH Cnc,2011PASP..123..895Y,W,0,0.4180366,-0.008726,16.6,,WD,0.398,PH,81.55,,2.60542,0.282431,0.446042,0.295802,6666,6820,,,,,,,0,,,0
EH CVn,2018PASJ...70..104X,A,0,0.26358,-0.004493,,,WD,0.3,PH,62.3,2.19,2.430711,0.192224,0.463324,0.2692,5268,4762,0.67,0.2,1.09,0.64,0.55,0.28,0,,8.13,0
EH Hya,1991AJ....102..688S,W,1,0.29690968,,,,WD,0.314,PH,81.9,,2.474,0.117639,0.456954,0.269428,5300,5536,,,,,,,0,,,0
EI Cen,2011RAA....11..181Y,A,0,0.26076667,-0.02687,4.96,,WD,0.461,PH,83.95,,2.7422,0.208616,0.431242,0.304098,4410,4341,,,,,,,0,,,1
EK Com,2017NewA...56...14T,W,1,0.26668463,0.002825,,,Binary Maker,0.286,PH,88,1.906,2.405714,0.160758,0.465827,0.264128,5150,5290,1.03,0.28,0.98,0.57,0.89,0.157,0,,11.15,1
EL Aqr,2004Ap&SS.291...21W,A,0,0.4814106,,,,WD,0.203,SP,70.84,3.196,2.183,0.441778,0.499649,0.249323,6909,6707,1.57,0.32,,,,,0,,,0
EM Lac,1983A&AS...51..435M,W,0,0.38913342,0.007854,,2003MNRAS.342.1260Q,WD,0.629,PH,74.42,,3.013739,0.28,0.411174,0.334561,5450,5500,,,,,,,0,,,0
EM Psc,2008AJ....136.1940Q,A,1,0.34395922,0.343008,3.3,,WD,0.149,PH,88.6,,2.0081,0.952623,0.532803,0.243441,5300,4987,,,,,,,0,,,0
EP And,2013AJ....146...79L,W,1,0.4041088,0.00451,40.89,,WD,0.372,PH,81.8,2.639,2.564516,0.249125,0.449486,0.288753,6171,6250,1.1,0.41,1.271,0.821,2.07,0.907,1,,3.398,0
EP Cep,2016AJ....152..129C,W,0,0.2897446,,,,WD,0.185,PH,69.45,1.88,2.174677,0.168268,0.497711,0.233036,5074,5600,0.9,0.17,1.01,0.48,0.67,0.22,0,,6.966,0
EPIC 211957146,2017AJ....153..231S,A,1,0.355018,0.091584,16.23,,PHOEBE,0.17,PH,85.54,2.261,2.08622,0.641831,0.516744,0.243029,5950,5910,1.05,0.18,1.1,0.23,1.362,0.058,0,,,1
eps CrA,2005PASJ...57..983Y,A,1,0.59143007,0.040349,,,WD,0.128,SP,74,3.69,2.0197,0.267834,0.524563,0.211454,6678,6341,1.7,0.23,2.1,0.85,7.75,1.02,1,,3.421,0
EQ Cep,2016AJ....152..129C,W,1,0.3069522,,,,WD,0.478,PH,81.4,2.1,2.820574,0.047576,0.420261,0.298735,4975,5275,0.9,0.43,0.95,0.68,0.62,0.4,0,,6.585,0
EQ Tau,2015NewA...34..262H,A,1,0.34134713,,49,,PHOEBE,0.439,SP,84.54,2.488,2.732,0.092754,0.429439,0.294205,5800,5730,1.233,0.541,1.143,0.788,1.327,0.61,0,,9.295,1
ER Cep,2016AJ....152..129C,A,0,0.2857,,,,WD,0.63,PH,79.69,2.14,3.09,0.076755,0.399217,0.322535,5505,5383,1,0.63,0.91,0.74,0.8,0.48,0,,,1
ER Ori,2010JApA...31...97L,W,0,0.4233994,0.007586,53.7,2015NewA...34..159N,WD,0.504,PH,85.4,,2.879032,0.015141,0.414355,0.301179,5504,5507,,,,,,,0,,,0
ES Cep,2016AJ....152..129C,A,0,0.342457,,,,WD,0.78,PH,71.07,2.56,3.3826,0.000156,0.376969,0.335549,5582,5308,1.08,0.85,1.02,0.91,1.21,0.79,0,,,0
ES Lib,2014PASP..126..121C,A,0,0.88304093,,,,WD,0.422,SP,70.08,5.753,2.6842,0.150793,0.435316,0.293973,8500,5774,2.3,0.97,2.69,1.83,33.9,3.35,0,,3.883,1
ET Leo,2006AcA....56..127G,W,0,0.34650349,,,,WD,0.342,SP,36.6,2.671,2.44186,0.546359,0.468994,0.29634,5112,5500,1.586,0.542,1.359,0.835,1.115,0.564,0,,4.467,1
EX Leo,2010MNRAS.408..464Z,A,0,0.40860257,,,,WD,0.2,SP,60.8,2.862,2.186,0.366233,0.498259,0.245451,6340,6110,1.573,0.313,1.56,0.734,3.474,0.663,0,,5.17,1
EX Psc,2008Ap&SS.313..419P,W,0,0.28948,,,,PHOEBE,0.751,PH,72.35,,3.273273,0.137958,0.388576,0.340919,4995,5350,,,,,,,0,,,1
EZ Hya,2004PASP..116..826Y,W,1,0.44974752,,30.9,,WD,0.257,SP,83.3,2.98,2.3137,0.34262,0.480299,0.263532,5721,6100,1.37,0.35,1.54,0.85,2.281,0.898,0,,3.152,0
FG Hya,2010MNRAS.408..464Z,W,1,0.3278277,-0.016934,36.4,2005MNRAS.356..765Q,WD,0.104,SP,82.6,2.342,1.924,0.697789,0.545641,0.209178,6200,6519,1.445,0.161,1.438,0.515,2.702,0.422,0,,4.271,1
FG Sct,2019RAA....19...97Y,W,1,0.27057199,-0.005521,,,WD,0.741,PH,89.9,2.072,3.224074,0.214952,0.394476,0.344686,4373,4536,0.9369,0.694,,,,,0,,,0
FI Boo,2013AJ....146..157C,W,0,0.389998,0.014267,,,PHOEBE,0.373,SP,38.05,2.55,2.511194,0.487448,0.460352,0.300875,5420,5746,1.07,0.4,1.28,0.85,1.27,0.71,1,5.83,4.101,0
FI Lyn,2015NewA...39....1B,W,0,0.3732609,0.09072,,,WD,0.388,PH,71.5,2.599,2.561062,0.389212,0.452964,0.299114,5721,5860,1.219,0.472,1.242,0.828,1.644,0.662,0,,4.999,0
FN Cam,2002IBVS.5258....1P,W,0,0.677132,0.037843,,2018NewA...62...20H,WD,0.222,SP,71.2,4.644,2.162589,0.88,0.508973,0.274338,6700,6848,2.4,0.53,,,,,0,,,0
FO Hya,2013NewA...20...52P,A,1,0.469556,0.004985,42.3,,PHOEBE,0.238,PH,78.05,2.99,2.2211,0.688779,0.497994,0.271954,7000,5213,1.31,0.31,1.62,0.91,5.65,0.55,1,446.68,5.942,1
FP Boo,2006AcA....56..127G,A,0,0.64048195,-0.055002,24.32,2017AIPC.1815h0010C,WD,0.096,SP,68.8,3.781,1.922,0.393701,0.544165,0.19642,6980,6456,1.614,0.154,2.31,0.774,11.193,0.92,0,,3.38,0
FP Lyn,2019RAA....19...99M,W,0,0.359082527,0.036202,,,WD,0.867,PH,61.2,2.72,3.472246,0.121744,0.375883,0.352178,5683,5909,1.11,0.97,1.07,1.01,1.02,0.9,1,,,1
FS CrA,1985ApJS...58..413B,W,0,0.263602,,,,WD,0.758,PH,86.5,,3.280303,0.148068,0.388479,0.342331,4567,4700,,,,,,,0,,,0
FS Lup,1987A&A...183..265M,A,0,0.38140017,,,,WD,0.51,PH,80,,2.775,0.394876,0.433451,0.323104,6000,4880,,,,,,,0,,,1
FT Lup,2010AcA....60..305S,A,1,0.47008002,0.007576,,1983IBVS.2422....1L,WD,0.44,SP,89.26,3.537,2.7231,0.133483,0.431209,0.296429,6700,4651,1.871,0.823,1.64,1.13,4.86,0.54,1,,,1
FT UMa,2011RAA....11.1158Y,A,0,0.6547038,,,,WD,0.984,SP,62.8,4.551,3.6419,0.153086,0.367863,0.365178,7178,7003,1.49,1.46,1.79,1.78,7.68,6.86,1,,,0
FU Dra,2012PASJ...64...48L,W,1,0.30671802,0.007603,7.8,,WD,0.251,SP,80.4,2.14,2.312234,0.267468,0.479346,0.258596,5823,6100,1.117,0.28,1.104,0.6,1.264,0.45,0,,4.874,1
FV CVn,2019RAA....19...99M,W,1,0.31537,-0.097632,10.28,,WD,0.969,PH,64.2,2.44,3.662791,0.069247,0.363364,0.358112,5148,5470,1.01,0.94,0.94,0.91,0.71,0.66,0,,,0
FZ Ori,2014Ap&SS.353..575P,A,0,0.399986,0.00197,30.1,,PHOEBE,0.86,PH,57.77,2.96,3.509,0.020252,0.370035,0.344877,5940,4983,1.17,1,1.16,1.08,1.5,1.34,1,237.68,,1
GK Aqr,2015NewA...38...50Z,W,1,0.3274132,0.024192,,,WD,0.435,PH,87.6,,2.7359,0.04847,0.428082,0.2913,4995,5326,,,,,,,0,,,1
GM Dra,2005AcA....55..123G,W,0,0.3387475,,,,WD,0.21,SP,62.6,2.305,2.204288,0.400341,0.49603,0.250407,6306,6450,1.213,0.219,1.252,0.606,2.19,0.562,0,,3.765,1
GN Boo,2015NewA...39....1B,W,1,0.30160209,0.008165,9.65,,WD,0.3,PH,83.57,2.11,2.421114,0.242838,0.465336,0.271361,5628,6250,1.065,0.32,1.056,0.631,1.535,0.363,0,,6.273,0
GQ Boo,2017MNRAS.466.1118Z,W,0,0.384639624,,,,WD,0.512,PH,62.86,2.565,2.856534,0.14044,0.419442,0.309114,5793,6129,1.01,0.52,1.15,0.85,1.337,0.915,0,,4.044,0
GR Boo,2016NewA...46...15Z,A,0,0.37666954,-1.8e-05,,,WD,0.985,PH,70.43,,3.7255,0.000157,0.357403,0.35488,5770,5696,,,,,,,0,253,,0
GR Vir,2005AcA....55..123G,W,1,0.3469673,,28.56,,WD,0.106,SP,81.9,2.402,1.913,0.931822,0.549421,0.216892,6150,6554,1.376,0.168,1.49,0.55,2.806,0.493,0,,3.867,1
GSC 01387-00475,2010NewA...15..155Y,A,0,0.21781128,,,,WD,0.474,SP,49.9,1.322,2.6084,0.762933,0.459211,0.338975,6690,6524,0.443,0.21,0.658,0.496,0.188,0.09,1,,,0
GSC 02049-01164,2016IAUFM..29B.536F,A,1,0.323456,,,,PHOEBE,0.42,PH,85,2.24,2.67,0.190588,0.437593,0.295564,5450,5141,1.013,0.429,1.022,0.687,0.827,0.296,0,,,1
GSC 02137-0222,2015NewA...34...47E,A,0,0.368806,,,,WD,0.754,PH,69.97,2.562,3.0916,0.574907,0.4174,0.371225,5295,4956,0.946,0.7133,1.044,0.9231,0.768,0.461,0,,,0
GSC 02265-01456,2015JApA...36..399G,A,0,0.355578,,,,WD,0.087,PH,53.2,,1.867,0.89824,0.558335,0.20217,7900,7171,,,,,,,0,,,1
GSC 03122-02426,2016NewA...48...12Z,W,1,0.3005,,,,WD,0.37,PH,81.6,,2.580463,0.161104,0.445994,0.284108,4808,5230,,,,,,,0,,,0
GSC 03517-00663,2015RAA....15..889G,W,1,0.29502416,,,,WD,0.164,PH,77.45,,2.0685,0.682989,0.520021,0.241713,5800,6075,,,,,,,0,,,1
GSC 03553-00845,2014PASJ...66..100G,W,0,0.43547,,,,WD,0.344,PH,73.14,,2.499621,0.295236,0.457368,0.284623,6044,6250,,,,,,,0,,,0
GSC 04984-00564,2012NewA...17...93P,W,0,0.287224,,,,PHOEBE,0.917,PH,80.5,,3.591743,0.045095,0.366263,0.351889,5010,5240,,,,,,,0,,,0
GSC 0763-0572,2012PASJ...64...83W,A,1,0.42639547,0.050198,,,WD,0.233,PH,77.67,2.741,2.26757,0.307418,0.485909,0.254646,5750,5719,1.23,0.29,,,,,0,,,0
GSC 0804-0118,2005Ap&SS.300..337Y,W,1,0.3236934,,,,WD,0.243,PH,84.85,,2.3058,0.200278,0.479234,0.253654,5800,5964,,,,,,,0,,,0
GSC 1042-2191,2016NewA...44...35B,A,1,0.4238006,,,,WD,0.146,PH,80.49,2.681,2.0303,0.665989,0.526112,0.232568,6315,6114,1.26,0.18,1.54,0.69,3.3,0.59,0,,4.645,0
GSC 1537-1557,2015AJ....150....9X,W,1,0.31827564,,8.1,,WD,0.378,PH,83.21,2.15,2.614335,0.08093,0.440847,0.281972,5631,5740,0.95,0.36,,,,,0,,,1
GSC 2362-2866,2014arXiv1402.2994E,A,0,0.29768,,,,WD,0.728,PH,73.15,,3.2424,0.122182,0.390047,0.337368,5280,5068,,,,,,,0,,,1
GSC 2576-0319,2006JASS...23..311L,A,0,0.367848,,,,WD,0.749,PH,43.5,,3.296,0.077712,0.385056,0.336955,6510,6030,,,,,,,0,,,0
GSC 2584-1731,2006JASS...23..311L,A,0,0.422631,,,,WD,0.384,PH,57.6,,2.6023,0.182874,0.444176,0.287995,5260,5190,,,,,,,0,,,1
GSC 2723-2376,2018AcA....68..449A,W,1,0.2857029,,,,PHOEBE,0.528,PH,89.5,2.07,2.892,0.118894,0.41589,0.310414,5430,5695,0.95,0.5,0.9,0.67,0.63,0.43,0,413,5.39,0
GSC 27765-0348,2012PASP..124.1025S,W,1,0.283565,,,,WD,0.313,PH,89.1,,2.4285,0.343643,0.466298,0.279235,5750,6053,,,,,,,0,,,1
GSC 2936-0478,2005Ap&SS.300..337Y,W,0,0.43869,,,,WD,0.395,PH,67.6,,2.64,0.115594,0.438922,0.287001,6400,6515,,,,,,,0,,,1
GSC 3034-299,2017JAVSO..45...11W,W,1,0.39501,,,,WD,0.5,PH,90,,2.813,0.210475,0.425019,0.310927,5660,5664,,,,,,,0,,,0
GSC 3208-1986,2015AJ....149...90S,A,1,0.4046572,-0.108864,23,,WD,0.24,PH,85.8,,2.261,0.451442,0.488905,0.262639,6875,6760,,,,,,,0,250,,0
GSC 3408-0735,2014IBVS.6104....1T,A,1,0.2175137,,,,WD,0.44,PH,85.2,,2.715,0.163924,0.43268,0.297974,4500,4477,,,,,,,0,,,0
GSC 3581-1856,2018NewA...58...90B,W,0,0.2785137,,,,PHOEBE,0.748,PH,64.33,2.56,3.259542,0.160974,0.390265,0.34211,5295,5590,1.05,0.78,1.05,0.92,1,0.86,0,,2.992,0
GSC 3599-2569,2015AstBu..70..109G,A,1,0.4029112,,,,PHOEBE,0.18,PH,85.8,,2.152,0.261834,0.502223,0.234265,7029,6896,,,,,,,0,,,0
GSC 4778-152,2008BaltA..17...79T,A,1,0.5174553,,,,PHOEBE,0.182,PH,78.1,,2.1524,0.303676,0.502612,0.236516,6530,6039,,,,,,,0,,,0
